Date,Time,CCNY_O3,CCNY_PM2.5,CCNY_CO,PS 19_PM2.5,Queens College_CO,Queens College_SO2,Queens College_O3,Queens College_NO,Queens College_NO2,Queens College_Nox,Queens College_PM2.5,Queens College_Temp
11/19/2018,6:00:00,0.006,13.2,585.42,10.4,795.74,1.6,0,79.101,42.171,121.268,10.8,45.6
11/19/2018,7:00:00,0.006,13.3,565.3,15,1036.76,2.2,0.001,107.162,45.292,152.453,9.7,45.9
11/19/2018,8:00:00,0.007,16.9,538.93,15.8,539.97,3.8,0.002,47.722,38.072,85.786,11.3,46.5
11/19/2018,9:00:00,0.008,20.5,565.29,18.3,372.07,1.6,0.007,22.538,29.462,51.997,15.4,46
11/19/2018,10:00:00,0.011,18.3,602.13,16.8,481.68,2.1,0.007,45.136,33.934,79.083,19.3,47.6
11/19/2018,11:00:00,0.016,16.2,421.1,12.3,687.27,2.4,0.005,66.061,41.11,107.152,33.2,48.1
11/19/2018,12:00:00,0.024,12.1,253.89,16.1,519.99,1.9,0.009,30.193,31.008,61.207,27.9,49.3
11/19/2018,13:00:00,0.021,13.1,265.54,14.1,409.92,1.3,0.013,13.654,24.19,37.843,24.8,50.8
11/19/2018,14:00:00,0.021,12.2,285.92,16.4,342.72,0.7,0.016,7.397,19.744,27.141,18.2,50.2
11/19/2018,15:00:00,0.016,13,306.07,18.3,350.38,0.7,,5.832,23.058,28.89,17.9,49.4
11/19/2018,16:00:00,0.014,11.6,373.51,20.7,432.92,,0.004,6.266,31.679,37.948,17.9,48.8
11/19/2018,17:00:00,0.008,12.9,580.78,16.1,474.98,,0.002,7.106,33.885,40.987,18.8,48.5
11/19/2018,18:00:00,0.005,16.3,695.66,17.3,539.19,0.7,0.002,13.287,35.457,48.757,23.2,48.7
11/19/2018,19:00:00,0.006,15.4,694.14,17.8,582.87,0.6,0.001,18.636,36.204,54.906,17,48.3
11/19/2018,20:00:00,0.007,16,1148.55,16.2,674.99,0.6,0,28.919,37.429,66.354,17.3,48
11/19/2018,21:00:00,0.006,15.6,628.85,13.4,764.7,0.7,0,39.34,37.097,76.432,16,47.6
11/19/2018,22:00:00,0.005,17,688.44,12,710.28,0.7,0,39.796,35.725,75.521,17.2,46.8
11/19/2018,23:00:00,0.006,14.9,404.93,12.6,531.58,0.5,0,17.041,32.016,49.056,18.6,46.3
11/20/2018,0:00:00,0.006,14.3,406.1,11.3,408.51,0.4,0,8.395,27.733,36.126,18.7,45.8
11/20/2018,1:00:00,0.007,14.9,346.73,7.5,344.91,0.3,0.002,3.837,23.922,27.758,18.5,45.7
11/20/2018,2:00:00,0.008,13.1,430.27,5.3,324.22,0.3,0.003,2.894,22.705,25.6,15.6,45.6
11/20/2018,3:00:00,0.009,10.3,390.01,7.5,321.88,0.2,0.002,3.523,23.419,26.94,13.4,45.8
11/20/2018,4:00:00,0.007,10.8,296.74,10.1,351.17,0.2,0.001,5.83,25.333,31.164,12.8,45.9
11/20/2018,5:00:00,0.006,11.7,366.92,28.6,376.09,0.4,0.001,9.788,24.867,34.649,11.9,45.8
11/20/2018,6:00:00,0.006,12.2,372.38,19.1,317.14,0.2,0.003,4.486,20.055,24.538,13.5,45.2
11/20/2018,7:00:00,0.008,12.2,274.98,13.6,329.53,0.4,0.002,8.147,22.082,30.226,13.7,44.1
11/20/2018,8:00:00,0.008,13.1,312.78,13.5,400.38,0.9,0.002,18.447,22.12,40.574,9.4,44
11/20/2018,9:00:00,0.009,10.5,303.28,9.4,,,,,,,,
11/20/2018,10:00:00,0.012,9.4,306.66,9.9,417.66,1.9,0.003,24.317,21.231,45.549,15.4,42.1
11/20/2018,11:00:00,0.013,9.3,309.05,2.7,422.68,1.6,0.004,22.841,21.575,44.398,16.8,43.4
11/20/2018,12:00:00,0.023,5.1,244.08,5.9,337.83,1.4,0.01,,,,16.2,44.6
11/20/2018,13:00:00,0.026,6.1,217.75,4.2,278.99,1,0.017,,,,7.6,45.9
11/20/2018,14:00:00,0.025,6.4,236.96,4.5,261.01,0.6,0.016,,,,4.3,45.3
11/20/2018,15:00:00,0.036,6.1,182.72,4.6,244.23,0.4,0.02,,,,2.6,45.8
11/20/2018,16:00:00,0.035,7,207.91,6.4,230.97,0.4,0.021,,,,0,45.7
11/20/2018,17:00:00,0.023,7.8,184.59,9.7,237.24,0.4,0.024,,,,4.1,45.1
11/20/2018,18:00:00,0.019,9,234.74,9.6,271.76,0.5,0.02,2.014,15.591,17.607,3.1,44.5
11/20/2018,19:00:00,0.019,9.8,228.51,11,243.32,0.6,0.021,1.242,12.522,13.764,2.8,44.6
11/20/2018,20:00:00,0.021,8.8,210.68,8.7,218.35,0.6,0.023,0.792,9.824,10.62,2,43.8
11/20/2018,21:00:00,0.021,7.9,200.84,6,250.02,0.6,0.017,1.255,15.266,16.518,3.6,42.9
11/20/2018,22:00:00,0.021,5.9,194.24,7.7,224.48,0.5,0.02,0.636,12.413,13.05,3.8,41.5
11/20/2018,23:00:00,0.021,5.5,170.83,3.5,256.82,0.4,0.016,0.7,15.365,16.072,1.1,40.3
11/21/2018,0:00:00,0.022,5.2,166.91,0.8,183.59,0.3,0.024,0.421,9.59,10.013,1.6,39.3
11/21/2018,1:00:00,0.023,5.2,166.63,-0.1,194.53,0.3,0.022,0.176,11.88,12.058,1,38.6
11/21/2018,2:00:00,0.022,5,216.72,1.6,187.31,0.2,0.022,0.175,12.131,12.303,1.4,38.2
11/21/2018,3:00:00,0.016,5,256.68,1.1,193.53,0.3,0.022,0.131,13.307,13.436,0.5,37.9
11/21/2018,4:00:00,0.017,4.6,206.57,5.1,174.03,0.3,0.021,0.087,14.653,14.739,1.8,38.2
11/21/2018,5:00:00,0.007,6.5,271.93,4.6,246.39,1.7,0.011,3.533,24.642,28.167,2.5,37.7
11/21/2018,6:00:00,0.004,8.3,281.51,5.6,249.56,3.5,0.007,7.403,28.064,35.464,1.3,37.3
11/21/2018,7:00:00,0.004,8.2,314.54,4.5,247.57,2.4,0.011,7.698,23.757,31.46,3.7,37.6
11/21/2018,8:00:00,0.01,8.6,284.48,7.1,223.79,1.7,0.017,8.134,17.846,25.98,7.9,38.4
11/21/2018,9:00:00,0.013,8.4,269.03,5.4,,1.8,0.017,7.196,16.931,24.129,5.7,39.1
11/21/2018,10:00:00,0.016,8.4,224.82,5.5,,1.6,0.018,5.803,14.485,20.288,5.8,40.3
11/21/2018,11:00:00,0.02,7.4,197.69,6.4,,1.2,0.02,5.753,12.454,18.21,7.3,41.9
11/21/2018,12:00:00,0.02,7.8,201.3,8.6,,1.1,0.021,5.628,11.576,17.204,0,42.8
11/21/2018,13:00:00,0.021,9.4,189.95,12.7,208.39,0.6,0.021,4.168,11.085,15.255,2.2,43.8
11/21/2018,14:00:00,0.019,9.7,184,12,210.08,0.7,0.021,2.848,11.501,14.351,10,43.3
11/21/2018,15:00:00,0.017,10.3,208.12,6.2,219.29,0.7,0.017,2.145,14.56,16.698,10.1,43.4
11/21/2018,16:00:00,0.018,8.9,201.32,8.7,213.53,0.5,0.016,1.313,15.326,16.644,9.6,43.4
11/21/2018,17:00:00,0.016,9.7,200.07,9.7,212.65,0.4,0.016,0.996,13.766,14.761,5.8,42.4
11/21/2018,18:00:00,0.018,11.9,187.32,10.4,220.42,0.5,0.016,1.727,13.712,15.442,6.2,39.7
11/21/2018,19:00:00,0.019,8.7,170.75,5.2,216.18,1,0.02,2.119,13.849,15.973,7.2,37.2
11/21/2018,20:00:00,0.028,7.6,146.18,4.2,168.18,1.2,0.028,1.86,10.077,11.939,5.7,35.2
11/21/2018,21:00:00,0.028,8.7,155.81,4.8,167.6,1.1,0.028,1.597,9.881,11.484,4.1,33.2
11/21/2018,22:00:00,0.028,6.5,163.77,4.7,149.42,1.3,0.03,1.258,7.624,8.878,0.7,29.5
11/21/2018,23:00:00,0.027,5.6,165.62,0.6,142.5,0.4,0.031,0.707,5.929,6.63,0.2,27.6
11/22/2018,0:00:00,0.027,5,137.32,3.6,140.13,0.2,0.031,0.489,5.379,5.868,-1.5,26.4
11/22/2018,1:00:00,0.029,5.4,128.29,3.4,137.17,0.3,0.031,0.393,4.779,5.173,1.4,25.3
11/22/2018,2:00:00,0.031,6.5,126.45,2.3,128.32,0.3,0.034,0.398,3.858,4.257,-0.2,23.9
11/22/2018,3:00:00,0.029,6.5,138.37,3.3,128.94,0.3,0.033,0.385,4.257,4.641,-1.3,22.9
11/22/2018,4:00:00,0.029,5.6,131.21,3.4,123.65,0.3,0.032,0.399,5.241,5.641,1.1,22
11/22/2018,5:00:00,0.028,6.6,130.43,2.7,126.82,0.3,0.031,0.4,6.162,6.566,1.5,21.1
11/22/2018,6:00:00,0.026,6.7,138.75,1.8,142.55,0.4,0.029,0.476,7.61,8.088,2.6,20.6
11/22/2018,7:00:00,0.026,5.4,141.87,3.6,145.47,0.3,0.029,1.081,6.905,7.983,2.9,20.2
11/22/2018,8:00:00,0.027,5.5,136.03,1.9,145.05,0.4,0.03,1.958,5.664,7.623,1.1,20.5
11/22/2018,9:00:00,0.027,4.6,133.06,0.3,147.28,2.5,0.029,5.371,6.89,12.257,2.4,21.3
11/22/2018,10:00:00,0.027,4,147.89,0.4,145.14,1.3,0.031,3.815,5.104,8.926,2.4,22.6
11/22/2018,11:00:00,0.029,3.2,144.49,1.5,143.84,1.2,0.032,3.251,4.386,7.639,0.2,23.8
11/22/2018,12:00:00,0.029,3.1,137.77,1.9,135.67,0.7,0.032,2.421,3.623,6.04,0.1,25
11/22/2018,13:00:00,0.03,2.4,152.27,1.5,132.92,0.3,0.033,1.513,3.207,4.723,-2.6,26.4
11/22/2018,14:00:00,0.03,4.7,150.47,2.9,141.93,0.3,0.032,1.656,4.166,5.825,-0.2,27.2
11/22/2018,15:00:00,0.03,7,134.15,6.9,136.06,0.3,0.032,0.99,4.413,5.402,1.4,26.8
11/22/2018,16:00:00,0.025,8.1,160.31,4.4,148.27,0.3,0.03,0.674,6.47,7.148,2.4,26.4
11/22/2018,17:00:00,0.025,8.2,188.83,7.4,150.13,0.3,0.03,0.734,6.832,7.564,2.9,25.4
11/22/2018,18:00:00,0.025,8.6,180.9,4.9,146.73,0.3,0.03,0.663,6.792,7.457,2.5,23.4
11/22/2018,19:00:00,0.024,7.5,170.04,2.8,158.29,0.3,0.028,0.819,7.999,8.817,1,22
11/22/2018,20:00:00,0.023,6.4,165.89,1.8,157.62,0.3,0.027,0.722,7.792,8.514,0.1,20.6
11/22/2018,21:00:00,0.021,7.1,167.94,4.9,171.98,0.4,0.026,0.764,9.282,10.049,2,19.8
11/22/2018,22:00:00,0.021,5.9,178.57,3.9,184.79,0.4,0.024,0.887,10.741,11.628,0.6,19.1
11/22/2018,23:00:00,0.021,6,167.22,2.9,179.78,0.4,0.023,1.085,11.737,12.823,1.7,18.4
11/23/2018,0:00:00,0.021,6.2,167.8,3.8,180.52,0.5,0.022,1.11,12.851,13.96,1.5,18
11/23/2018,1:00:00,0.02,5.4,162.65,0.9,191.38,1,0.018,1.944,16.426,18.373,1.9,17.7
11/23/2018,2:00:00,0.02,5.7,160.35,4,209.11,0.7,0.015,1.692,19.058,20.752,1.6,17.7
11/23/2018,3:00:00,0.016,5.1,168.92,4.4,202.37,0.8,0.015,1.757,19.714,21.473,2.1,17.2
11/23/2018,4:00:00,0.015,5.1,161.49,5.7,240.99,0.9,0.011,2.61,23.73,26.339,3.6,17
11/23/2018,5:00:00,0.013,5.8,181.68,2.4,244.11,0.9,0.01,4.126,25.24,29.364,1,16.7
11/23/2018,6:00:00,0.01,5.6,200.11,9.3,252.77,0.9,0.009,4.363,26.976,31.339,1.2,16.7
11/23/2018,7:00:00,0.009,6.3,204.26,12,246.61,1,0.013,6.753,23.163,29.899,-0.1,17.4
11/23/2018,8:00:00,0.012,6.3,230.62,9,227.92,1,0.019,9.794,17.979,27.775,1.8,18.9
11/23/2018,9:00:00,,10.2,,11.3,249.57,1.1,0.02,12.963,17.306,30.271,-0.5,21.4
11/23/2018,10:00:00,,4.5,332.76,5.1,223.86,0.8,0.023,10.42,14.238,24.662,1.4,25.4
11/23/2018,11:00:00,0.013,7.4,407.45,7.3,207.69,0.9,0.024,9.638,13.606,23.245,3,30
11/23/2018,12:00:00,0.009,7.8,518.37,3.2,222.34,1.2,0.023,11.997,16.423,28.411,2.6,30.1
11/23/2018,13:00:00,0.009,8.4,454.2,3.6,212.71,0.8,0.025,8.678,14.625,23.307,2.4,29.6
11/23/2018,14:00:00,0.013,6.4,309.13,3.7,266.98,1,0.02,11.014,20.306,31.323,3.1,30.4
11/23/2018,15:00:00,0.011,6.8,270.09,6.5,282.07,1.6,0.014,9.889,25.684,35.562,4.6,30.8
11/23/2018,16:00:00,0.007,6.5,294.03,5.7,302.14,0.9,0.008,4.332,32.044,36.369,2.7,30.4
11/23/2018,17:00:00,0.007,6.1,276.72,8.3,341.83,0.9,0.003,6.823,38.097,44.918,5.9,30.4
11/23/2018,18:00:00,0.006,6.9,292.49,8.1,362.93,0.8,0.003,7.181,37.272,44.451,4.6,30.9
11/23/2018,19:00:00,0.004,7.5,335.29,6.7,313.03,0.6,0.004,4.146,36.94,41.086,6,31.2
11/23/2018,20:00:00,0.003,7.2,358.99,7,319.68,0.8,0.006,2.635,35.389,38.02,4.7,31.1
11/23/2018,21:00:00,0.003,7.4,368.23,5.9,352.85,1,0.004,5.745,36.574,42.311,8.2,31
11/23/2018,22:00:00,0.003,8.8,363.34,6.3,487.13,1,0.001,16.806,42.054,58.864,6.2,30.9
11/23/2018,23:00:00,0.005,8.4,335.01,3.7,521.42,1.1,0,27.87,43.342,71.204,5.5,31.1
11/24/2018,0:00:00,0.001,9.6,380.08,5.1,401.54,0.8,0.001,12.568,40.334,52.892,8.1,31.2
11/24/2018,1:00:00,0.001,9.4,387.29,4.7,318.88,0.9,0.004,4.068,36.068,40.135,4.8,31.3
11/24/2018,2:00:00,0.003,8.4,321.29,2.9,321.07,0.8,0.002,8.497,39.872,48.371,6.3,31.4
11/24/2018,3:00:00,0.002,8.2,297.2,5.2,365.85,1.1,0.001,15.778,41.757,57.528,3.6,31.6
11/24/2018,4:00:00,0,9.6,370.92,5.9,604.96,1.3,0.001,34.917,44.489,79.408,5.5,31.6
11/24/2018,5:00:00,0,8.6,341.88,8.6,610.77,1,0,50.259,45.727,96.026,5.3,31.6
11/24/2018,6:00:00,0,8.7,376.62,7.9,980.65,1.5,0.001,155.737,51.991,207.709,6.9,31.4
11/24/2018,7:00:00,0.001,10.7,548.92,6.6,1029.26,1.7,0.001,145.387,51.979,197.365,15.5,33
11/24/2018,8:00:00,0.003,9.6,701.62,10,860.68,2.4,0.002,108.201,50.105,158.298,12.8,35.5
11/24/2018,9:00:00,0.002,15.6,1374.15,11.1,657.36,2.1,0.004,57.332,42.779,100.091,12.3,38.2
11/24/2018,10:00:00,0.002,12.3,1147.01,8.5,550.47,1.3,0.005,32.837,38.955,71.792,7.1,39.2
11/24/2018,11:00:00,0.004,7.5,732.74,12.8,506.57,0.8,0.006,26.432,36.928,63.359,9.4,40.1
11/24/2018,12:00:00,0.006,9.1,879.46,11.5,451.9,0.7,0.008,17.313,33.331,50.641,9.3,41.6
11/24/2018,13:00:00,0.006,9.2,560.56,49.7,410.65,0.9,0.009,11.615,31.049,42.665,8,42.5
11/24/2018,14:00:00,0.007,9.5,511.61,34.8,424.07,0.8,0.008,8.352,32.042,40.394,9.9,43.6
11/24/2018,15:00:00,0.013,8.2,407.9,15.3,365.95,0.7,0.011,3.547,27.827,31.379,8.9,43.9
11/24/2018,16:00:00,0.023,6.4,386.06,8.4,313.79,0.4,0.016,1.279,22.114,23.389,7.4,44.5
11/24/2018,17:00:00,0.039,7.2,458.08,3.4,273.57,0.3,0.02,0.938,17.885,18.821,9.6,45.6
11/24/2018,18:00:00,0.038,4,380.46,8,253.12,0.3,0.021,0.731,15.806,16.534,2.5,46
11/24/2018,19:00:00,0.035,4.1,270.45,9.2,227.44,0.3,0.023,1.197,13.935,15.129,0,47.8
11/24/2018,20:00:00,0.024,3.9,332.83,10.3,241.43,0.2,0.021,0.598,14.179,14.779,3.2,46.8
11/24/2018,21:00:00,0.026,6.7,342.48,3.9,245.21,0.2,0.02,0.698,14.923,15.619,2.4,47.8
11/24/2018,22:00:00,0.026,7.2,293.99,1.6,203.49,0.2,0.027,0.422,9.646,10.069,-0.2,48
11/24/2018,23:00:00,0.029,4.4,197.88,4.9,180.99,0.2,0.03,0.423,7.138,7.562,2.9,47.7
11/25/2018,0:00:00,0.033,7.9,153.75,1.6,152.14,0.2,0.034,0.253,5.321,5.575,1,47.8
11/25/2018,1:00:00,0.03,6.8,130.29,1.2,176.81,0.2,0.033,0.257,6.482,6.739,1.7,47.5
11/25/2018,2:00:00,0.032,5,146.29,0.8,179.18,0.2,0.032,0.202,5.954,6.157,2.2,47.3
11/25/2018,3:00:00,0.029,4.7,138.04,4.4,159.65,0.1,0.034,0.276,5.559,5.834,1.2,48.6
11/25/2018,4:00:00,0.03,7.4,131.43,3.5,204.19,0.2,0.027,0.271,9.175,9.444,0,46.4
11/25/2018,5:00:00,0.028,7.3,142.52,6.5,213.57,0.2,0.027,0.219,9.662,9.881,2.5,46.7
11/25/2018,6:00:00,0.018,8.9,181.4,4.4,258.87,0.3,0.023,0.382,14.002,14.383,1.1,46.7
11/25/2018,7:00:00,0.015,7.7,261.12,6,311.08,0.4,0.019,1.876,18.615,20.491,0.7,46.9
11/25/2018,8:00:00,0.022,6.6,199.62,6.1,318.18,0.6,0.021,4.859,16.654,21.513,4.4,47.8
11/25/2018,9:00:00,0.026,4.8,191.38,4,307.77,1,0.024,6.64,14.603,21.249,3.1,48.8
11/25/2018,10:00:00,0.027,6.2,163.06,2.3,267.05,2.3,0.026,6.935,13.201,20.131,1.3,50.3
11/25/2018,11:00:00,0.028,6.2,186.95,5.5,225.9,2.3,0.031,5.223,9.761,14.999,2.2,52.1
11/25/2018,12:00:00,0.033,7.7,164.93,11,214.37,1.9,0.03,3.931,8.712,12.639,3.2,52.9
11/25/2018,13:00:00,0.038,9.8,181.37,7.2,220.98,1.5,0.029,3.279,9.075,12.368,5,53.8
11/25/2018,14:00:00,0.034,12,180.61,9.8,223.82,2.5,0.026,3.934,10.711,14.638,7.8,54.2
11/25/2018,15:00:00,0.039,11.1,163.75,10.9,209.74,0.8,0.03,1.247,9.131,10.379,5.1,54.4
11/25/2018,16:00:00,0.033,12.9,281.54,11,289.65,0.5,0.024,0.446,15.741,16.182,6.6,53.6
11/25/2018,17:00:00,0.031,11.7,263.77,13.8,397.15,0.5,0.015,0.82,24.864,25.681,7.7,53
11/25/2018,18:00:00,0.03,12.5,269.32,13.8,529.79,1,0.002,7.098,38.118,45.217,9.2,52.6
11/25/2018,19:00:00,0.031,14.8,292.23,12,486.29,0.8,0.004,7.379,34.103,41.483,6.9,52.3
11/25/2018,20:00:00,0.024,14,295.32,12.8,481.76,0.8,0.003,8.188,36.028,44.215,10.9,52.2
11/25/2018,21:00:00,0.021,14.4,375.78,10,415.76,0.8,0.006,4.157,30.928,35.089,11.6,51.9
11/25/2018,22:00:00,0.027,14.3,312.94,9.7,426.41,0.7,0.002,2.853,33.328,36.184,11.1,50.7
11/25/2018,23:00:00,0.028,12.8,299.91,11.5,525.49,0.5,0.001,10.552,35.443,45.999,11.5,49.3
11/26/2018,0:00:00,0.021,12.2,307.88,14.6,659.69,0.6,0,36.75,34.654,71.412,11.2,47.1
11/26/2018,1:00:00,0.016,14.9,380.51,13.5,735.34,0.6,0,47.51,35.382,82.891,8.8,46.8
11/26/2018,2:00:00,0.015,16.2,620.71,10.5,890.27,0.7,0.001,82.642,39.365,121.978,8.3,46.4
11/26/2018,3:00:00,0.013,17,788.16,15.5,748.21,0.7,0,82.067,38.515,120.648,12.4,46.4
11/26/2018,4:00:00,0.013,15.9,819.51,17,743.82,0.8,0,91.169,39.928,131.083,14.6,46.4
11/26/2018,5:00:00,0.015,16.4,1026.58,19.9,410.47,1.3,0.001,11.31,33.555,44.861,12.9,47.2
11/26/2018,6:00:00,0.014,15.3,1113.94,16.9,406.39,1.8,0.001,12.218,33.578,45.801,9.2,47.6
11/26/2018,7:00:00,0.017,16.1,719.49,11.4,441.86,0.7,0.001,15.681,33.455,49.138,9.2,47.7
11/26/2018,8:00:00,0.015,15,1123.76,12.3,483.66,0.6,0.003,14.243,32.007,46.255,10.8,48.7
11/26/2018,9:00:00,0.011,13.4,1487.19,5,375.22,0.4,0.009,5.946,25.868,31.818,8.5,50.4
11/26/2018,10:00:00,0.014,10.3,348.93,9.8,239.99,0.2,0.025,1.775,12.344,14.121,8.5,52.1
11/26/2018,11:00:00,0.029,8.6,201.51,0.3,208.82,0.2,0.028,1.635,10.622,12.255,9.6,52.4
11/26/2018,12:00:00,0.026,3.6,706.11,4,198.95,0.2,0.031,1.297,7.483,8.78,6.2,52.3
11/26/2018,13:00:00,0.028,6.2,219.94,7.7,184.48,0.2,0.033,1.045,6.595,7.641,4.1,51.9
11/26/2018,14:00:00,0.027,8.8,680.53,1.1,191.23,0.2,0.033,0.819,6.615,7.434,-2.1,50.9
11/26/2018,15:00:00,0.023,4.9,215.4,4.4,205.27,0.2,0.031,0.864,9.111,9.978,2.1,49.2
11/26/2018,16:00:00,0.026,3,229.83,4.5,,0.2,0.027,1.416,13.311,14.724,-0.3,49
11/26/2018,17:00:00,0.026,5.7,509.87,2.9,,0.6,0.028,1.046,12.587,13.63,-0.4,49.2
11/26/2018,18:00:00,0.029,1.8,200.38,5.2,189.08,0.6,0.03,0.811,9.719,10.542,1.9,49.1
11/26/2018,19:00:00,0.034,1,257.75,4.8,191.08,0.1,0.031,0.593,8.105,8.7,1.1,48.3
11/26/2018,20:00:00,0.036,1.6,182.81,5.8,164.69,0.1,0.036,0.586,4.961,5.546,-2.5,48.4
11/26/2018,21:00:00,0.033,3,203.68,4.2,155.84,0.1,0.036,0.378,4.348,4.73,1.7,48.5
11/26/2018,22:00:00,0.03,4.4,228.68,4.1,174.14,0.1,0.031,0.289,7.284,7.573,2.4,47.7
11/26/2018,23:00:00,0.029,9.7,197.96,1.3,171.85,0.1,0.032,0.185,6.559,6.742,0.5,47.1
11/27/2018,0:00:00,0.028,5.2,184.55,1.8,199.32,0.2,0.028,0.287,9.633,9.915,1.5,45.8
11/27/2018,1:00:00,0.036,4.5,145.37,3.4,207.58,0.1,0.023,0.125,11.892,12.02,1.4,43.8
11/27/2018,2:00:00,0.043,5.4,129.08,0.4,186.77,0.1,0.026,0.106,8.541,8.647,2.1,42.4
11/27/2018,3:00:00,0.042,2.9,212.88,1.8,191.93,0.1,0.025,0.096,9.848,9.945,1.2,42.3
11/27/2018,4:00:00,0.029,3.8,239.79,4.9,204.99,0.2,0.009,1.285,10.685,11.969,0.9,42.3
11/27/2018,5:00:00,0.007,4.1,274.32,5.2,234.43,0.3,0.002,4.156,11.444,15.601,0,41.8
11/27/2018,6:00:00,0.002,5.1,210.54,2.8,270.53,0.5,0.001,8.374,14.214,22.592,1.9,41.3
11/27/2018,7:00:00,0.003,4.3,230.89,4.5,260.87,0.5,0.002,8.817,14.173,22.99,-0.1,41.3
11/27/2018,8:00:00,0.007,3.7,240.8,1.3,246.72,0.5,0.006,9.601,11.537,21.139,2.9,41.6
11/27/2018,9:00:00,0.01,2.7,246.56,2.2,226.04,0.5,0.011,9.074,8.566,17.641,1.8,42.7
11/27/2018,10:00:00,0.013,3.8,224.07,1.9,207.05,0.4,0.012,5.664,7.853,13.518,1,43.3
11/27/2018,11:00:00,0.015,3.3,201.68,3.4,195.97,,0.014,3.993,7.279,11.272,0.9,44
11/27/2018,12:00:00,0.016,2.9,196.2,3.8,186.06,,0.015,3.334,6.893,10.229,1.5,43.8
11/27/2018,13:00:00,0.017,5.1,209.17,5.1,197.43,,,3.207,8.349,11.556,0.2,43.2
11/27/2018,14:00:00,0.017,4.9,218.92,7.8,,0.3,,2.485,8.313,10.793,-2.2,42.7
11/27/2018,15:00:00,0.017,6,208.85,1.2,,0.3,,2.415,9.751,12.176,0.5,42.5
11/27/2018,16:00:00,0.016,6.1,254.4,2.3,204.05,0.3,0.015,1.372,10.529,11.902,2.5,42.2
11/27/2018,17:00:00,0.015,4.9,265.98,4.7,222.61,0.3,0.012,1.767,13.85,15.616,2,41.8
11/27/2018,18:00:00,0.011,5.5,274.28,6.7,250.39,0.4,0.01,1.553,16.608,18.161,1.7,41.4
11/27/2018,19:00:00,0.012,5.8,219.29,7.9,247.18,0.3,0.012,1.088,14.911,16.005,2.1,40.6
11/27/2018,20:00:00,0.014,5.4,187.15,4.3,227.98,0.4,0.013,0.73,13.637,14.369,3.1,39.5
11/27/2018,21:00:00,0.015,5.1,240.57,4.7,219.68,0.3,0.013,0.872,13.126,14.001,1.7,38.9
11/27/2018,22:00:00,0.014,5.1,266.14,4,211.49,0.3,0.015,0.38,11.716,12.099,1.1,38.6
11/27/2018,23:00:00,0.013,5.6,216.58,4.3,209.31,0.3,0.015,0.336,11.293,11.629,0.9,37.8
11/28/2018,0:00:00,0.013,5,202.17,2.1,234.43,0.3,0.012,0.498,14.233,14.731,3.2,37.1
11/28/2018,1:00:00,0.014,5.1,248.26,4,209.93,0.3,0.013,0.38,13.035,13.417,1.7,37.3
11/28/2018,2:00:00,0.017,5.2,268.4,2.2,183.81,0.3,0.016,0.323,10.597,10.921,1.4,37.6
11/28/2018,3:00:00,0.02,4.2,145.7,0.6,174.32,0.2,0.018,0.31,8.492,8.802,1.2,37.6
11/28/2018,4:00:00,0.018,4.4,184.8,3.7,171.54,0.2,0.018,0.399,8.956,9.354,-0.5,37.2
11/28/2018,5:00:00,0.016,5,189.17,4.6,192.51,0.3,0.015,0.709,11.915,12.625,0.8,37
11/28/2018,6:00:00,0.016,5.2,161.75,3.2,206.31,0.3,0.014,1.302,14.231,15.536,-1,37.1
11/28/2018,7:00:00,0.015,4.8,177.85,3.2,207.5,0.3,0.014,2.78,14.206,16.986,-1.6,36.9
11/28/2018,8:00:00,0.017,4.7,175.63,3.2,205.12,0.3,0.016,3.287,12.717,16.007,1,37.2
11/28/2018,9:00:00,0.02,5.3,163.62,4.3,191.55,0.5,0.018,3.429,10.482,13.906,2.3,37.7
11/28/2018,10:00:00,0.02,,169.32,2.9,185.57,0.4,0.02,3.562,9.158,12.724,1.4,38
11/28/2018,11:00:00,0.021,1,157.03,4,182.51,0.3,0.021,3.788,7.414,11.201,-0.7,39.1
11/28/2018,12:00:00,0.021,,150.85,4.9,176.73,0.3,0.021,2.525,7.511,10.04,-1,39.9
11/28/2018,13:00:00,0.02,2.5,136.32,6.2,179.6,0.5,0.019,2.118,9.082,11.202,-1.1,40.4
11/28/2018,14:00:00,0.02,4.2,143.5,5.2,177.4,,0.02,2.043,8.511,10.557,0.4,40.6
11/28/2018,15:00:00,0.02,7,155.2,6.7,191.58,,0.019,2.663,10.595,13.258,1.5,41.3
11/28/2018,16:00:00,0.018,4.5,172.83,7.3,180.2,0.5,,1.573,9.672,11.246,1.8,41.1
11/28/2018,17:00:00,0.019,6.3,160.63,6.4,186.76,0.6,0.019,1.214,10.378,11.604,-0.1,41
11/28/2018,18:00:00,0.019,4.1,175.24,7.4,189.99,0.8,0.018,1.518,11.116,12.635,-1.9,41.2
11/28/2018,19:00:00,0.019,5.8,172.58,8.7,190.02,0.8,0.018,1.511,10.852,12.362,-2,41
11/28/2018,20:00:00,0.018,4.6,166.13,7.1,182.4,0.6,0.018,1.104,10.141,11.246,0.6,41.1
11/28/2018,21:00:00,0.019,4.8,140.1,4.3,176.42,0.5,0.019,0.896,8.973,9.868,4.1,41.1
11/28/2018,22:00:00,0.019,5.2,150.16,3.6,181.15,0.6,0.018,0.94,9.346,10.285,0.9,41.1
