Time,,pm10_standard,pm25_standard,pm100_standard,P3um,P5um,P10um,P25um,P50um,P100um,Shinyei,Temperature,Humidity
2019-7-22 17:31:41,,3,5,7,699,194,38,6,2,0,0,24.5,55.59
2019-7-22 17:31:48,,3,4,6,732,207,38,6,2,0,0,24.4,55.58
2019-7-22 17:31:56,,4,6,6,870,231,40,4,0,0,0,24.5,55.59
2019-7-22 17:32:4,,4,6,7,885,238,44,4,2,2,0,24.5,55.59
2019-7-22 17:32:12,,3,6,7,852,227,36,6,2,2,0,24.5,55.59
2019-7-22 17:32:19,,3,6,7,792,218,36,6,2,2,0,24.5,55.59
2019-7-22 17:32:25,,3,5,6,780,207,36,4,2,2,0,24.7,55.61
2019-7-22 17:32:32,,3,5,5,807,207,32,2,0,0,0,24.4,55.63
2019-7-22 17:32:40,,4,6,6,822,218,34,4,0,0,0,24.5,55.63
2019-7-22 17:32:45,,3,5,7,747,194,28,6,2,2,0,24.4,55.61
2019-7-22 17:32:52,,3,6,7,813,219,37,6,2,2,0,24.5,55.61
2019-7-22 17:32:58,,3,5,7,744,210,33,6,2,2,0,24.7,55.61
2019-7-22 17:33:6,,4,5,7,834,230,45,2,2,2,0,24.7,55.61
2019-7-22 17:33:14,,4,5,5,876,244,43,0,0,0,0,24.5,55.61
2019-7-22 17:33:21,,3,5,5,819,231,44,0,0,0,0,24.5,55.61
2019-7-22 17:33:27,,3,5,5,867,246,44,0,0,0,0,24.4,55.63
2019-7-22 17:33:34,,3,5,5,885,252,40,0,0,0,0,24.3,55.63
2019-7-22 17:33:42,,5,6,6,960,278,38,0,0,0,0,24.4,55.63
2019-7-22 17:33:50,,4,5,5,927,267,38,2,0,0,0,24.3,55.66
2019-7-22 17:33:56,,3,5,5,861,247,34,4,0,0,0,24.3,55.65
2019-7-22 17:34:3,,3,6,6,876,255,46,4,0,0,0,24.4,55.66
2019-7-22 17:34:10,,4,6,6,834,234,38,2,0,0,0,24.2,55.66
2019-7-22 17:34:19,,4,5,5,768,207,32,0,0,0,0,24.2,55.68
2019-7-22 17:34:26,,4,5,5,741,205,34,0,0,0,0,24.2,55.68
2019-7-22 17:34:33,,4,5,5,786,225,28,0,0,0,0,24.3,55.68
2019-7-22 17:34:42,,4,6,6,852,252,30,0,0,0,0,24.1,55.70
2019-7-22 17:34:50,,5,5,5,894,260,30,0,0,0,0,24.2,55.70
2019-7-22 17:34:57,,4,5,5,867,247,30,0,0,0,0,24.4,55.68
2019-7-22 17:35:5,,4,5,5,843,234,28,0,0,0,0,24.3,55.68
2019-7-22 17:35:13,,4,5,5,846,230,24,0,0,0,0,24.4,55.70
2019-7-22 17:35:19,,4,5,5,864,230,35,0,0,0,0,24.3,55.68
2019-7-22 17:35:27,,4,5,5,834,218,29,0,0,0,0,24.4,55.68
2019-7-22 17:35:34,,4,6,6,969,252,41,2,0,0,0,24.3,55.68
2019-7-22 17:35:39,,4,6,6,885,229,49,2,0,0,0,24.4,55.70
2019-7-22 17:35:47,,4,6,6,825,222,44,2,0,0,0,24.2,55.70
2019-7-22 17:35:52,,4,6,6,858,237,48,2,0,0,0,24.1,55.68
2019-7-22 17:35:57,,4,6,6,834,243,44,0,0,0,0,24.1,55.70
2019-7-22 17:36:4,,3,5,5,801,227,34,0,0,0,0,24.2,55.70
2019-7-22 17:36:9,,3,5,5,819,229,34,0,0,0,0,24.2,55.70
2019-7-22 17:36:16,,3,5,5,882,253,45,2,0,0,0,24.1,55.70
2019-7-22 17:36:23,,4,7,7,990,271,47,2,0,0,0,24.0,55.72
2019-7-22 17:36:28,,5,8,8,1044,289,49,2,0,0,0,24.1,55.70
2019-7-22 17:36:33,,5,8,8,1092,296,55,4,0,0,0,24.2,55.70
2019-7-22 17:36:41,,4,7,7,957,258,36,2,0,0,0,24.0,55.70
2019-7-22 17:36:48,,5,7,7,930,264,40,2,0,0,0,24.0,55.72
2019-7-22 17:36:56,,4,6,6,861,247,32,0,0,0,0,24.2,55.72
2019-7-22 17:37:4,,5,6,6,957,276,28,0,0,0,0,23.98,55.72
2019-7-22 17:37:12,,5,5,5,909,252,24,0,0,0,0,23.98,55.72
2019-7-22 17:37:17,,4,5,5,843,222,24,2,0,0,0,24.0,55.72
2019-7-22 17:37:25,,4,5,5,756,202,28,4,0,0,0,23.98,55.70
2019-7-22 17:37:30,,4,5,5,708,189,26,4,0,0,0,24.1,55.72
2019-7-22 17:37:37,,4,5,5,735,208,30,4,0,0,0,24.1,55.70
2019-7-22 17:37:43,,4,5,5,771,218,26,2,0,0,0,24.1,55.70
2019-7-22 17:37:50,,5,6,6,846,235,24,2,0,0,0,23.97,55.70
2019-7-22 17:37:56,,5,6,6,918,250,26,2,0,0,0,24.1,55.70
2019-7-22 17:38:4,,4,5,5,894,240,18,2,0,0,0,23.98,55.70
2019-7-22 17:38:12,,5,6,6,918,254,22,4,0,0,0,23.98,55.70
2019-7-22 17:38:18,,4,6,6,918,253,24,2,0,0,0,23.97,55.66
2019-7-22 17:38:24,,4,6,6,879,245,34,2,0,0,0,23.98,55.70
2019-7-22 17:38:32,,4,7,7,939,260,48,4,0,0,0,23.98,55.66
2019-7-22 17:38:37,,4,8,8,933,260,57,6,0,0,0,24.0,55.63
2019-7-22 17:38:44,,4,7,8,882,250,55,8,0,0,0,23.97,55.63
2019-7-22 17:38:53,,4,7,8,855,246,47,8,0,0,0,23.98,55.63
2019-7-22 17:39:1,,4,7,8,909,260,50,10,0,0,0,24.0,55.63
2019-7-22 17:39:6,,5,7,7,936,273,43,6,0,0,0,24.1,55.61
2019-7-22 17:39:14,,4,7,7,903,261,43,4,0,0,0,23.98,55.61
2019-7-22 17:39:19,,5,7,7,942,270,47,6,0,0,0,23.98,55.61
2019-7-22 17:39:27,,4,5,5,840,237,30,2,0,0,0,24.1,55.59
2019-7-22 17:39:34,,4,6,6,900,252,36,2,0,0,0,24.1,55.56
2019-7-22 17:39:41,,4,5,5,804,216,32,0,0,0,0,24.0,55.52
2019-7-22 17:39:48,,4,6,6,879,240,34,2,0,0,0,24.1,55.52
2019-7-22 17:39:57,,4,5,5,879,239,34,2,0,0,0,24.1,55.49
2019-7-22 17:40:3,,4,6,6,906,256,36,4,0,0,0,24.1,55.50
2019-7-22 17:40:11,,4,6,6,918,252,32,4,0,0,0,24.3,55.47
2019-7-22 17:40:16,,4,6,6,849,239,32,4,0,0,0,24.1,55.47
2019-7-22 17:40:21,,4,6,6,843,226,30,4,0,0,0,24.3,55.45
2019-7-22 17:40:29,,4,5,6,846,222,31,4,0,0,0,24.3,55.45
2019-7-22 17:40:34,,4,6,7,906,255,35,4,0,0,0,24.2,55.43
2019-7-22 17:40:40,,5,6,8,957,277,42,4,0,0,0,24.2,55.40
2019-7-22 17:40:47,,6,7,9,1029,309,54,4,0,0,0,24.2,55.40
2019-7-22 17:40:55,,5,7,8,1014,301,45,2,0,0,0,24.3,55.40
2019-7-22 17:41:2,,5,7,7,948,281,39,0,0,0,0,24.2,55.36
2019-7-22 17:41:10,,4,5,5,858,241,18,2,0,0,0,24.4,55.36
2019-7-22 17:41:17,,4,5,5,753,209,18,2,0,0,0,24.4,55.34
2019-7-22 17:41:26,,4,5,5,774,219,31,2,0,0,0,24.4,55.33
2019-7-22 17:41:32,,3,5,5,786,221,35,2,0,0,0,24.2,55.34
2019-7-22 17:41:39,,4,5,5,783,225,42,0,0,0,0,24.1,55.31
2019-7-22 17:41:46,,3,5,5,771,212,42,0,0,0,0,24.0,55.34
2019-7-22 17:41:53,,4,5,5,822,226,33,0,0,0,0,24.1,55.31
2019-7-22 17:41:59,,4,6,6,909,248,41,0,0,0,0,24.1,55.34
2019-7-22 17:42:6,,4,5,5,855,234,34,0,0,0,0,24.2,55.31
2019-7-22 17:42:12,,4,6,7,915,245,38,2,2,0,0,24.1,55.31
2019-7-22 17:42:20,,4,5,6,816,218,32,2,2,0,0,24.2,55.27
2019-7-22 17:42:27,,4,5,6,765,206,33,2,2,0,0,24.2,55.27
2019-7-22 17:42:36,,4,5,5,765,223,27,2,0,0,0,24.3,55.29
2019-7-22 17:42:40,,4,5,5,807,231,35,2,0,0,0,24.1,55.27
2019-7-22 17:42:49,,4,5,5,789,224,39,2,0,0,0,24.0,55.24
2019-7-22 17:42:56,,4,5,5,786,214,28,0,0,0,0,24.0,55.27
2019-7-22 17:43:4,,4,5,7,816,222,41,2,2,2,0,24.2,55.27
2019-7-22 17:43:12,,3,5,6,870,247,45,2,2,2,0,23.98,55.27
2019-7-22 17:43:17,,4,6,7,903,245,43,2,2,2,0,24.0,55.27
2019-7-22 17:43:25,,5,6,8,942,251,45,4,2,2,0,24.0,55.27
2019-7-22 17:43:33,,4,6,6,915,236,30,4,0,0,0,24.1,55.27
2019-7-22 17:43:40,,4,6,6,849,221,36,4,0,0,0,24.1,55.27
2019-7-22 17:43:46,,2,5,5,813,219,40,4,0,0,0,24.2,55.24
2019-7-22 17:43:53,,3,7,7,834,226,47,4,0,0,0,24.0,55.27
2019-7-22 17:43:59,,3,6,6,813,222,47,2,0,0,0,24.1,55.25
2019-7-22 17:44:6,,4,7,7,888,253,41,2,0,0,0,24.3,55.27
2019-7-22 17:44:12,,3,5,5,858,242,31,2,0,0,0,24.1,55.24
2019-7-22 17:44:19,,4,5,6,822,228,22,2,2,2,0,24.2,55.24
2019-7-22 17:44:27,,4,5,6,864,232,24,2,2,2,0,24.2,55.24
2019-7-22 17:44:35,,4,6,9,888,233,36,6,4,4,0,24.1,55.20
2019-7-22 17:44:43,,4,6,9,882,242,36,6,4,4,0,24.1,55.18
2019-7-22 17:44:50,,3,5,7,843,242,40,4,2,2,0,24.1,55.22
2019-7-22 17:44:58,,3,4,4,774,226,26,0,0,0,0,24.1,55.20
2019-7-22 17:45:3,,3,4,4,768,217,26,0,0,0,0,24.1,55.20
2019-7-22 17:45:11,,3,4,4,774,222,28,0,0,0,0,24.2,55.20
2019-7-22 17:45:18,,3,4,4,813,227,26,0,0,0,0,24.1,55.18
2019-7-22 17:45:24,,3,4,4,756,214,26,2,0,0,0,24.1,55.18
2019-7-22 17:45:32,,3,4,5,816,227,26,2,0,0,0,24.1,55.20
2019-7-22 17:45:40,,4,5,6,804,224,26,2,0,0,0,24.1,55.18
2019-7-22 17:45:47,,2,4,4,705,195,28,2,0,0,0,24.0,55.15
2019-7-22 17:45:52,,3,5,5,726,200,32,4,0,0,0,24.0,55.15
2019-7-22 17:45:58,,2,5,5,639,176,30,6,0,0,0,24.1,55.15
2019-7-22 17:46:5,,3,6,6,705,192,38,6,0,0,0,24.0,55.15
2019-7-22 17:46:12,,3,5,6,762,214,40,6,2,2,0,23.98,55.11
2019-7-22 17:46:21,,4,5,7,738,208,42,4,2,2,0,23.98,55.16
2019-7-22 17:46:29,,4,5,6,723,215,38,2,2,2,0,24.0,55.15
2019-7-22 17:46:34,,4,4,6,732,219,34,2,2,2,0,24.0,55.13
2019-7-22 17:46:42,,4,6,6,843,248,40,0,0,0,0,24.0,55.11
2019-7-22 17:46:49,,4,7,7,960,288,57,4,0,0,0,23.98,55.13
2019-7-22 17:46:57,,5,9,9,921,279,63,8,0,0,0,23.98,55.13
2019-7-22 17:47:4,,5,8,8,861,268,61,8,0,0,0,23.97,55.11
2019-7-22 17:47:10,,5,7,7,849,253,52,4,0,0,0,23.98,55.11
2019-7-22 17:47:15,,4,6,6,777,225,42,4,0,0,0,23.97,55.11
2019-7-22 17:47:22,,4,6,6,885,254,44,0,0,0,0,24.0,55.6
2019-7-22 17:47:31,,4,6,6,813,234,36,0,0,0,0,24.0,55.11
2019-7-22 17:47:37,,4,5,5,774,226,36,0,0,0,0,23.97,55.9
2019-7-22 17:47:43,,4,6,6,762,229,32,2,0,0,0,23.98,55.9
2019-7-22 17:47:52,,4,5,5,738,215,32,4,0,0,0,24.1,55.11
2019-7-22 17:47:57,,4,6,6,846,235,32,4,0,0,0,23.96,55.13
2019-7-22 17:48:5,,5,7,7,1047,294,44,4,0,0,0,23.97,55.11
2019-7-22 17:48:10,,4,7,7,1014,277,40,4,0,0,0,24.0,55.11
2019-7-22 17:48:17,,4,7,7,960,257,38,4,0,0,0,23.98,55.13
2019-7-22 17:48:23,,4,7,7,939,259,42,4,0,0,0,24.0,55.11
2019-7-22 17:48:30,,4,6,6,834,227,36,6,0,0,0,23.97,55.11
2019-7-22 17:48:37,,4,9,9,1188,316,48,16,0,0,0,23.98,55.8
2019-7-22 17:48:44,,5,10,10,1047,286,44,20,0,0,0,23.97,55.9
2019-7-22 17:48:49,,4,9,9,849,246,38,16,0,0,0,23.98,55.11
2019-7-22 17:48:54,,4,7,7,789,234,30,12,0,0,0,23.97,55.11
2019-7-22 17:49:2,,4,6,6,744,223,26,6,0,0,0,23.98,55.13
2019-7-22 17:49:10,,3,4,4,687,201,24,0,0,0,0,23.97,55.11
2019-7-22 17:49:18,,3,5,5,720,211,30,0,0,0,0,23.96,55.9
2019-7-22 17:49:24,,3,5,5,762,214,32,0,0,0,0,23.97,55.8
2019-7-22 17:49:30,,3,5,5,756,218,38,0,0,0,0,23.96,55.9
2019-7-22 17:49:37,,3,5,5,729,214,43,0,0,0,0,23.96,55.9
2019-7-22 17:49:43,,3,5,5,741,210,43,2,0,0,0,23.95,55.9
2019-7-22 17:49:51,,4,6,8,885,247,50,4,2,2,0,23.94,55.11
2019-7-22 17:49:57,,5,7,9,1047,288,52,4,2,2,0,23.96,55.9
2019-7-22 17:50:4,,5,7,9,1074,292,37,4,2,2,0,23.95,55.13
2019-7-22 17:50:9,,5,7,8,1062,294,39,2,2,2,0,23.95,55.13
2019-7-22 17:50:16,,4,6,6,915,257,22,0,0,0,0,23.97,55.13
2019-7-22 17:50:25,,4,5,6,891,242,20,2,2,2,0,23.95,55.15
2019-7-22 17:50:30,,4,5,6,849,235,24,2,2,2,0,23.95,55.13
2019-7-22 17:50:35,,4,4,6,831,228,18,2,2,2,0,23.95,55.13
2019-7-22 17:50:42,,4,5,6,777,210,32,4,2,2,0,23.95,55.15
2019-7-22 17:50:48,,4,5,7,735,209,38,4,2,2,0,23.94,55.13
2019-7-22 17:50:56,,4,6,6,729,209,40,2,0,0,0,23.97,55.18
2019-7-22 17:51:1,,4,6,6,729,212,44,4,0,0,0,23.97,55.16
2019-7-22 17:51:9,,3,5,5,735,211,28,2,0,0,0,23.95,55.18
2019-7-22 17:51:17,,4,5,5,822,224,18,4,0,0,0,23.96,55.16
2019-7-22 17:51:24,,4,6,7,858,230,30,6,2,2,0,23.95,55.16
2019-7-22 17:51:32,,4,6,7,885,241,38,4,2,2,0,23.95,55.15
2019-7-22 17:51:40,,4,5,7,807,224,40,4,2,2,0,23.95,55.16
2019-7-22 17:51:45,,4,6,8,846,229,54,4,2,2,0,23.95,55.16
2019-7-22 17:51:52,,4,5,5,819,214,42,2,0,0,0,23.95,55.16
2019-7-22 17:51:58,,3,5,5,759,201,34,2,0,0,0,23.94,55.18
2019-7-22 17:52:6,,4,6,6,846,234,38,2,0,0,0,23.94,55.22
2019-7-22 17:52:12,,3,5,5,864,240,24,2,0,0,0,23.94,55.16
2019-7-22 17:52:19,,4,6,6,873,244,24,2,0,0,0,23.95,55.18
2019-7-22 17:52:26,,5,6,6,894,249,28,2,0,0,0,23.95,55.18
2019-7-22 17:52:32,,4,5,5,840,220,20,2,0,0,0,23.95,55.20
2019-7-22 17:52:37,,4,4,4,783,204,20,0,0,0,0,23.95,55.18
2019-7-22 17:52:45,,4,6,7,873,233,32,4,2,0,0,23.95,55.15
2019-7-22 17:52:49,,4,5,6,780,207,34,4,2,0,0,23.95,55.15
2019-7-22 17:52:58,,3,5,6,723,200,42,4,2,0,0,23.95,55.15
2019-7-22 17:53:3,,3,5,6,696,192,38,4,2,0,0,23.94,55.13
2019-7-22 17:53:11,,2,3,3,558,156,28,0,0,0,0,23.95,55.13
2019-7-22 17:53:17,,3,5,5,663,176,30,2,0,0,0,23.92,55.15
2019-7-22 17:53:24,,2,3,3,654,176,26,2,0,0,0,23.92,55.15
2019-7-22 17:53:29,,2,3,3,675,185,30,2,0,0,0,23.94,55.16
2019-7-22 17:53:36,,3,6,6,759,208,40,4,0,0,0,23.95,55.18
2019-7-22 17:53:42,,2,4,4,705,199,38,4,0,0,0,23.94,55.16
2019-7-22 17:53:49,,3,5,5,798,231,46,4,0,0,0,23.94,55.15
2019-7-22 17:53:55,,3,5,5,756,224,42,4,0,0,0,23.94,55.15
2019-7-22 17:54:0,,3,5,5,732,217,36,4,0,0,0,23.95,55.20
2019-7-22 17:54:8,,3,3,3,711,202,28,0,0,0,0,23.95,55.15
2019-7-22 17:54:12,,3,3,3,666,186,26,0,0,0,0,23.95,55.16
2019-7-22 17:54:20,,3,3,3,732,195,24,0,0,0,0,23.95,55.18
2019-7-22 17:54:27,,3,4,4,795,224,24,2,0,0,0,23.92,55.18
2019-7-22 17:54:33,,3,5,5,855,237,30,4,0,0,0,23.94,55.16
2019-7-22 17:54:39,,3,5,5,906,251,24,6,0,0,0,23.94,55.18
2019-7-22 17:54:46,,3,5,5,888,239,32,6,0,0,0,23.95,55.20
2019-7-22 17:54:52,,2,5,5,864,223,32,6,0,0,0,23.95,55.16
2019-7-22 17:54:59,,2,4,4,810,216,30,4,0,0,0,23.95,55.18
2019-7-22 17:55:7,,3,5,5,777,209,39,2,0,0,0,23.95,55.18
2019-7-22 17:55:15,,4,6,6,834,232,41,2,0,0,0,23.95,55.15
2019-7-22 17:55:23,,4,6,6,819,230,39,2,0,0,0,23.94,55.13
2019-7-22 17:55:30,,4,5,5,711,196,26,0,0,0,0,23.95,55.15
2019-7-22 17:55:36,,3,4,4,657,184,22,0,0,0,0,23.90,55.13
2019-7-22 17:55:43,,3,4,4,609,173,20,0,0,0,0,23.94,55.13
2019-7-22 17:55:51,,3,4,4,630,177,28,0,0,0,0,23.90,55.13
2019-7-22 17:55:56,,3,5,5,729,214,41,2,0,0,0,23.92,55.11
2019-7-22 17:56:2,,4,5,5,726,208,41,2,0,0,0,23.92,55.9
2019-7-22 17:56:9,,3,5,5,789,237,45,2,0,0,0,23.94,55.11
2019-7-22 17:56:15,,4,6,6,804,237,37,2,0,0,0,23.94,55.8
2019-7-22 17:56:22,,4,5,5,747,213,30,0,0,0,0,23.92,55.11
2019-7-22 17:56:30,,4,5,5,759,215,30,0,0,0,0,23.95,55.11
2019-7-22 17:56:37,,3,5,5,687,191,22,0,0,0,0,23.95,55.11
2019-7-22 17:56:43,,4,5,7,753,214,32,4,2,2,0,23.95,55.11
2019-7-22 17:56:51,,3,5,6,756,204,24,4,2,2,0,23.94,55.11
2019-7-22 17:56:57,,3,5,6,735,195,32,4,2,2,0,23.95,55.8
2019-7-22 17:57:3,,4,5,7,792,215,36,4,2,2,0,23.95,55.8
2019-7-22 17:57:11,,3,4,4,744,192,28,2,0,0,0,23.95,55.6
2019-7-22 17:57:17,,3,5,5,735,193,39,4,0,0,0,23.92,55.11
2019-7-22 17:57:24,,3,5,5,708,186,35,4,0,0,0,23.90,55.8
2019-7-22 17:57:30,,3,5,5,708,193,35,4,0,0,0,23.94,55.6
2019-7-22 17:57:37,,3,5,5,747,208,39,2,0,0,0,23.89,55.9
2019-7-22 17:57:45,,3,5,5,762,216,32,0,0,0,0,23.94,55.11
2019-7-22 17:57:51,,3,5,5,690,201,32,2,0,0,0,23.89,55.11
2019-7-22 17:57:58,,3,5,5,675,187,34,2,0,0,0,23.90,55.15
2019-7-22 17:58:6,,3,4,4,657,181,28,2,0,0,0,23.94,55.13
2019-7-22 17:58:13,,3,4,5,648,181,24,4,2,0,0,23.90,55.11
2019-7-22 17:58:19,,3,4,5,714,203,22,2,2,0,0,23.92,55.15
2019-7-22 17:58:26,,3,4,5,702,202,20,2,2,0,0,23.90,55.11
2019-7-22 17:58:32,,3,5,6,729,217,24,6,2,0,0,23.88,55.9
2019-7-22 17:58:39,,4,6,6,816,227,28,4,0,0,0,23.92,55.8
2019-7-22 17:58:47,,4,6,6,795,222,34,4,0,0,0,23.92,55.6
2019-7-22 17:58:55,,4,6,6,807,215,30,2,0,0,0,23.94,55.8
2019-7-22 17:59:3,,3,5,5,699,190,28,0,0,0,0,23.92,55.9
2019-7-22 17:59:10,,3,5,5,687,178,30,0,0,0,0,23.90,55.6
2019-7-22 17:59:16,,4,6,6,774,209,36,0,0,0,0,23.92,55.4
2019-7-22 17:59:23,,4,5,5,804,216,38,0,0,0,0,23.92,55.4
2019-7-22 17:59:31,,4,5,5,879,240,36,0,0,0,0,23.92,55.4
2019-7-22 17:59:39,,4,5,6,777,209,38,2,2,0,0,23.92,55.4
2019-7-22 17:59:44,,3,5,6,711,198,38,4,2,0,0,23.92,55.2
2019-7-22 17:59:51,,4,5,6,711,201,46,4,2,0,0,23.94,55.2
2019-7-22 18:0:0,,4,6,7,798,223,38,6,2,0,0,23.90,54.99
2019-7-22 18:0:7,,4,6,6,795,223,32,2,0,0,0,23.94,55.0
2019-7-22 18:0:12,,5,6,6,870,241,34,2,0,0,0,23.92,55.0
2019-7-22 18:0:20,,4,5,5,777,216,24,2,0,0,0,23.89,55.2
2019-7-22 18:0:27,,4,5,6,792,213,22,4,2,2,0,23.90,55.0
2019-7-22 18:0:34,,4,5,7,852,226,26,4,2,2,0,23.92,55.2
2019-7-22 18:0:39,,4,5,6,804,215,26,4,2,2,0,23.90,55.4
2019-7-22 18:0:45,,5,6,7,921,251,32,4,2,2,0,23.92,54.99
2019-7-22 18:0:51,,4,5,5,876,246,30,0,0,0,0,23.90,55.2
2019-7-22 18:0:57,,5,6,6,882,251,34,0,0,0,0,23.90,55.0
2019-7-22 18:1:4,,4,5,5,798,232,22,0,0,0,0,23.88,55.2
2019-7-22 18:1:9,,3,4,4,705,207,24,0,0,0,0,23.90,54.99
2019-7-22 18:1:17,,3,4,4,645,183,28,0,0,0,0,23.90,55.2
2019-7-22 18:1:25,,3,4,4,639,187,28,0,0,0,0,23.89,55.0
2019-7-22 18:1:33,,3,4,4,738,204,34,0,0,0,0,23.87,55.0
2019-7-22 18:1:39,,4,4,4,762,214,28,0,0,0,0,23.88,54.99
2019-7-22 18:1:45,,3,5,5,771,214,30,0,0,0,0,23.89,55.2
2019-7-22 18:1:51,,3,5,5,783,219,34,2,0,0,0,23.88,55.2
2019-7-22 18:1:58,,3,5,5,732,210,30,4,0,0,0,23.89,55.0
2019-7-22 18:2:4,,3,6,6,774,228,32,6,0,0,0,23.90,55.2
2019-7-22 18:2:12,,4,6,7,834,242,34,6,0,0,0,23.92,54.99
2019-7-22 18:2:17,,4,6,7,867,246,32,4,0,0,0,23.89,54.99
2019-7-22 18:2:24,,4,5,6,879,239,34,2,0,0,0,23.87,54.99
2019-7-22 18:2:32,,4,5,5,834,214,30,0,0,0,0,23.89,54.97
2019-7-22 18:2:37,,4,4,4,807,214,26,0,0,0,0,23.87,55.0
2019-7-22 18:2:45,,3,4,4,783,204,20,0,0,0,0,23.86,55.0
2019-7-22 18:2:51,,3,5,5,783,209,24,2,0,0,0,23.88,54.99
2019-7-22 18:2:58,,3,5,7,765,211,31,8,2,2,0,23.87,54.99
2019-7-22 18:3:5,,3,7,8,828,224,50,10,2,2,0,23.87,54.97
2019-7-22 18:3:12,,4,7,8,816,228,52,10,2,2,0,23.87,54.97
2019-7-22 18:3:19,,4,7,8,840,230,46,10,2,2,0,23.87,54.99
2019-7-22 18:3:25,,4,6,6,846,229,39,4,0,0,0,23.87,54.95
2019-7-22 18:3:32,,4,5,5,789,215,26,2,0,0,0,23.87,54.97
2019-7-22 18:3:36,,3,4,5,768,200,22,4,0,0,0,23.87,54.95
2019-7-22 18:3:45,,4,4,5,795,214,30,2,0,0,0,23.88,54.97
2019-7-22 18:3:53,,3,5,6,750,209,36,6,0,0,0,23.87,54.95
2019-7-22 18:3:58,,3,5,6,708,202,32,6,0,0,0,23.89,54.95
2019-7-22 18:4:3,,3,5,7,720,207,34,6,2,2,0,23.87,54.95
2019-7-22 18:4:11,,3,5,6,645,189,28,6,2,2,0,23.87,54.93
2019-7-22 18:4:17,,3,5,6,648,191,26,6,2,2,0,23.86,54.90
2019-7-22 18:4:24,,3,4,6,684,192,26,2,2,2,0,23.88,54.86
2019-7-22 18:4:30,,4,5,5,729,208,32,0,0,0,0,23.87,54.86
2019-7-22 18:4:37,,3,5,5,660,188,32,2,0,0,0,23.87,54.86
2019-7-22 18:4:44,,2,4,4,711,193,40,2,0,0,0,23.87,54.83
2019-7-22 18:4:52,,3,6,6,759,214,42,2,0,0,0,23.88,54.81
2019-7-22 18:5:0,,4,7,7,843,242,52,4,0,0,0,23.88,54.81
2019-7-22 18:5:6,,4,6,6,828,237,54,2,0,0,0,23.88,54.81
2019-7-22 18:5:11,,4,6,6,840,248,46,2,0,0,0,23.87,54.79
2019-7-22 18:5:18,,4,6,6,807,243,34,2,0,0,0,23.87,54.86
2019-7-22 18:5:24,,5,5,5,801,243,28,0,0,0,0,23.87,54.84
2019-7-22 18:5:30,,5,5,5,828,248,20,0,0,0,0,23.87,54.83
2019-7-22 18:5:35,,4,5,6,813,246,29,2,2,0,0,23.87,54.84
2019-7-22 18:5:41,,4,5,6,840,243,35,2,2,0,0,23.87,54.84
2019-7-22 18:5:48,,4,6,8,834,240,41,6,4,2,0,23.87,54.86
2019-7-22 18:5:53,,4,6,9,813,235,41,10,4,2,0,23.89,54.83
2019-7-22 18:6:0,,4,6,9,747,217,49,10,4,2,0,23.87,54.84
2019-7-22 18:6:7,,4,7,9,774,235,50,12,2,2,0,23.88,54.83
2019-7-22 18:6:13,,4,7,10,846,258,50,10,2,2,0,23.87,54.81
2019-7-22 18:6:20,,4,6,6,816,244,42,4,0,0,0,23.89,54.79
2019-7-22 18:6:28,,4,6,6,756,222,42,4,0,0,0,23.88,54.77
2019-7-22 18:6:36,,3,4,4,675,194,34,0,0,0,0,23.87,54.75
2019-7-22 18:6:41,,3,4,4,678,191,28,0,0,0,0,23.87,54.75
2019-7-22 18:6:46,,3,4,4,672,199,34,0,0,0,0,23.87,54.77
2019-7-22 18:6:53,,4,5,5,726,215,34,0,0,0,0,23.85,54.79
2019-7-22 18:6:59,,4,5,5,786,221,30,0,0,0,0,23.87,54.79
2019-7-22 18:7:7,,3,5,5,696,191,38,0,0,0,0,23.86,54.81
2019-7-22 18:7:13,,3,5,5,696,186,34,2,0,0,0,23.86,54.81
2019-7-22 18:7:20,,3,5,5,708,179,32,2,0,0,0,23.87,54.84
2019-7-22 18:7:28,,3,6,6,816,218,40,4,0,0,0,23.87,54.84
2019-7-22 18:7:32,,4,6,6,831,227,38,4,0,0,0,23.86,54.86
2019-7-22 18:7:38,,4,6,7,864,234,42,4,0,0,0,23.87,54.86
2019-7-22 18:7:46,,4,5,7,831,230,36,4,0,0,0,23.87,54.84
2019-7-22 18:7:52,,3,4,5,789,221,30,2,0,0,0,23.87,54.81
2019-7-22 18:7:59,,3,4,4,702,201,30,2,0,0,0,23.87,54.81
2019-7-22 18:8:6,,2,4,4,711,208,32,0,0,0,0,23.87,54.83
2019-7-22 18:8:14,,2,4,4,714,212,34,0,0,0,0,23.86,54.81
2019-7-22 18:8:22,,2,4,4,768,223,32,2,0,0,0,23.85,54.83
2019-7-22 18:8:30,,2,4,4,777,217,30,2,0,0,0,23.85,54.83
2019-7-22 18:8:38,,2,4,4,735,215,32,2,0,0,0,23.85,54.84
2019-7-22 18:8:45,,4,5,5,762,217,30,2,0,0,0,23.85,54.86
2019-7-22 18:8:53,,3,4,4,750,208,32,2,0,0,0,23.86,54.86
2019-7-22 18:9:1,,3,4,4,810,225,40,2,0,0,0,23.84,54.86
2019-7-22 18:9:7,,3,4,4,804,223,41,2,0,0,0,23.85,54.86
2019-7-22 18:9:14,,2,3,3,756,205,33,0,0,0,0,23.86,54.86
